tweet_created,tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_timezone,user_gender,retweet_count
2014-12-31 15:20:00,"#NewYearsResolution I will finally get off the griddle. That is, I will no longer begin every day by eating 14 Belgian waffles.",Health & Fitness,Eat healthier,"Los Angeles, CA",CA,West,Pacific Time (US & Canada),male,0
2014-12-31 15:21:00,@MLBPAClubhouse My #NewYearsResolution is going to be to go to more baseball games next year#,Recreation & Leisure,Spend more time on my hobby,"San Antonio, Texas",TX,South,Mountain Time (US & Canada),male,0
2014-12-31 15:21:00,"#NewYearsResolution hit 1,000 followers? _ÙÎÙ",Family/Friends/Relationships,Other,"California, USA",CA,West,Pacific Time (US & Canada),male,0
2014-12-31 15:21:00,@CVS_Extra Being a better communicator and taking care of my blood pressure! #NewYearsResolution,Health & Fitness,Other,MI,MI,Midwest,Eastern Time (US & Canada),male,0
2014-12-31 15:23:00,My #NewYearsResolution in 2015 is to not give up anything for #Lent,Personal Growth,Appreciate what I have,New York City,NY,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 15:23:00,"RT @CoilaHodges: My New Years Resolution is to keep paying attention to rape culture, b/c knowledge is power #NewYearsResolution #FeministN‰Û_",Personal Growth,Acheive My Goals,colorado springs,CO,West,,female,1
2014-12-31 15:25:00,#newyearseve workout! #nodaysoff we stay working hard. So there's no #newyearsresolution for me‰Û_ http://t.co/Uwbzn9CQcz,Personal Growth,Have more patience,"Brooklyn, NY",NY,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 15:26:00,#NewYearsResolution For 2015 I'm revamping my wardrobe. No one needs three closets worth of fast fashion. #breakingupwithH&amp;M,Time Management/Organization,Stop procrastinating,"San Diego, CA",CA,West,Arizona,female,0
2014-12-31 15:29:00,#NewYearsResolution the worlds ending this year fr this time I promise (September 13),Humor,Humor about not Resolutions in general,"North Ridgeville, Ohio",OH,Midwest,Quito,male,0
2014-12-31 15:30:00,"#NewYearsResolution : quit taking myself so seriously, save more money &amp; get organized. These r listed frm most to least likely to succeed.",Finance,Save money,"Athens, Georgia",GA,South,Atlantic Time (Canada),female,0
2014-12-31 15:30:00,#NewYearsResolution #1 to be kinder to myself.,Personal Growth,Focus on my self,"Palo Alto, Ca",CA,West,Pacific Time (US & Canada),female,0
2014-12-31 15:31:00,"My #NewYearsResolution is to stop procrastinating. Eh, screw it, maybe I'll do it next year instead... #lol",Personal Growth,Make better decisions,"Northwest Connecticut, USA",CT,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 15:31:00,My only #NewYearsResolution is pulled from @owenpallett: I Am Not Afraid. To #2015,Personal Growth,Face Fears,"Chicago, IL",IL,Midwest,Central Time (US & Canada),female,0
2014-12-31 15:31:00,"While everyone is watching the ball drop tonight, I will be in the gym lifting heavy ass weights #NewYearsResolution",Health & Fitness,Go to the gym more,FLORIDA!!!!!!!,FL,South,,male,0
2014-12-31 15:32:00,Un friending the white folk #NewYearsResolution,Family/Friends/Relationships,Make more time for friends,Virginia,VA,South,Central Time (US & Canada),male,0
2014-12-31 15:33:00,#NewYearsResolution 2: Complete the 2015 Reading Challenge! http://t.co/XpdGInZbpQ,Recreation & Leisure,Spend more time on my hobby,"Pensacola, FL ",FL,South,Eastern Time (US & Canada),female,0
2014-12-31 15:33:00,"‰ÛÏ@Haaileeyy7: #NewYearsResolution no sheeshing, smoking weed, or drinking.‰Û That's what we all say_Ù÷Õ",Health & Fitness,Quit smoking,"San Diego, CA",CA,West,,male,0
2014-12-31 15:33:00,#NewYearsResolution: Break the mental block that makes me hate writing the number 5,Personal Growth,Use more social media,california,CA,West,Pacific Time (US & Canada),male,0
2014-12-31 15:34:00,@MLBPAClubhouse My #NewYearsResolution is to watch more baseball. If that's possible.,Recreation & Leisure,Buy a motorcycle,"York, PA",PA,Northeast,,male,0
2014-12-31 15:37:00,@AuntieAnnes #1 New year's resolution is to be a healthier me. #NewYearsResolution,Health & Fitness,Eat healthier,"San Antonio, Texas, USA",TX,South,,female,0
2014-12-31 15:37:00,‰ÛÏ@BobsBurgersFOX: #NewYearsResolution: Eat more tacos on the toilet. #bobsburgers http://t.co/hDnetntjMh‰Û @ehhhhmily,Humor,Humor about Health and Fitness Resolutions,NC,NC,South,Eastern Time (US & Canada),female,0
2014-12-31 15:37:00,NYE 2015...My resolution for next year is: To Be The Best Version Of Myself!! #NewYearsResolution #thankful2014 http://t.co/aP01w140fR,Personal Growth,Improve my attitude,Florida,FL,South,,male,0
2014-12-31 15:37:00,#NewYearsResolution 6- Think up a catch phrase. Make it popular. Over use it until it's hated. Bring it back in 2016 as retro  #NYE2015,Humor,Humor about not Resolutions in general,"Baltimore, MD",MD,South,Eastern Time (US & Canada),male,0
2014-12-31 15:37:00,Here's my New Year's resolution: to be fabulous!!!!! And this. #NewYearsResolution #HappyNewYear #2015 #StephTurns40 http://t.co/TxUXXJApSU,Personal Growth,Be more positive,"Brooklyn, NY",NY,Northeast,Central Time (US & Canada),female,0
2014-12-31 15:37:00,"If you can't think of a New Year's resolution, how about flossing every day! #healthyteeth #NewYearsResolution",Health & Fitness,Other,Kansas,KS,Midwest,,female,0
2014-12-31 15:37:00,#NewYearsResolution get as many girls as @AaronHerman2 gets,Humor,Humor about Personal Growth and Interests Resolutions,Wyandotte/East Lansing,MI,Midwest,Central Time (US & Canada),male,1
2014-12-31 15:38:00,My #NewYearsResolution is to keep up with the trimming of my toe nails.,Health & Fitness,Improve my body,"Union, NJ",NJ,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 15:39:00,@StubHub I want to go to a lot of Detroit Tigers games in 2015! #TixWish #NewYearsResolution,Recreation & Leisure,Spend more time on my hobby,East Grand Rapids (Nice Area),MI,Midwest,Eastern Time (US & Canada),female,0
2014-12-31 15:39:00,‰ÛÏ@RealSimple: Our #NewYearsResolution? Drink more red wine: http://t.co/xLgrxpZHH9‰Û good idea,Recreation & Leisure,Spend more time outside,"Omaha, NE",NE,Midwest,Central Time (US & Canada),female,0
2014-12-31 15:39:00,RT @tor_casale: The new year means nothing if your still in love with your comfort zone. #NewYearsResolution #2015 #LetsMakeItAGoodOne,Personal Growth,Be more positive,"Cranston, Rhode Island ",RI,Northeast,Eastern Time (US & Canada),female,1
2014-12-31 15:40:00,@MLBPAClubhouse My #NewYearsResolution  is to watch more baseball. #HappyNewYear,Recreation & Leisure,Spend more time on my hobby,Kansas,KS,Midwest,Central Time (US & Canada),male,0
2014-12-31 15:40:00,#NewYearsResolution I'm buying oven mitts without holes,Humor,Other,"Marshall, MN",MN,Midwest,Central Time (US & Canada),male,0
2014-12-31 15:41:00,#NewYearsResolution RT @Katrin_Albert Don't mistake obscurity for art.,Personal Growth,Improve my attitude,NYC/Brooklyn/LI,NY,Northeast,Eastern Time (US & Canada),female,0
2014-12-31 15:42:00,My #NewYearsResolution is to avoid the gym for the first 2 weeks of the year until the crowds die down _Ù÷â_Ù÷â_Ù÷â.,Health & Fitness,Quit smoking,"East Moline, IL",IL,Midwest,,male,0
2014-12-31 15:42:00,#NewYearsResolution: Lose some damn weight lol,Health & Fitness,Lose weight,"Detroit, Michigan ",MI,Midwest,Eastern Time (US & Canada),male,0
2014-12-31 15:42:00,#NewYearsResolution: To truly get closer with God,Personal Growth,Focus on Religion and Faith,"Detroit, Michigan ",MI,Midwest,Eastern Time (US & Canada),male,0
2014-12-31 15:42:00,My #NewYearsResolution? To do my best to always see the world like this chick... #BrightSide http://t.co/ICtrCaJwfV,Personal Growth,Spend less time on Facebook,"Durham, NC",NC,South,Eastern Time (US & Canada),female,0
2014-12-31 15:43:00,Keep my head on straight and not let anyone tear me down! #NewYearsResolution,Personal Growth,Be more positive,"St. Louis, Missouri ",MO,Midwest,,female,0
2014-12-31 15:43:00,RT @_BritneeGunz: #NewYearsResolution no more pork,Health & Fitness,Eat less meat,Murphysboro,IL,Midwest,Central Time (US & Canada),female,1
2014-12-31 15:44:00,My #NewYearsResolution is to open a line of corduroy evening-wear for middle age women #2015,Humor,Humor about not Resolutions in general,Florida,FL,South,Central Time (US & Canada),male,0
2014-12-31 15:44:00,"My #NewYearsResolution is to shell my own peanuts, I really need the cardio. http://t.co/80AeY9i4Y5",Humor,Humor about Health and Fitness Resolutions,"BellingHAM, WA",WA,West,Arizona,male,0
2014-12-31 15:44:00,@StubHub I really want/NEED to see maroon5 in 2015! #TixWish #NewYearsResolution,Recreation & Leisure,See a Concert/Show,Ohio,OH,Midwest,Central Time (US & Canada),female,0
2014-12-31 15:44:00,Get a life #NewYearsResolution,Personal Growth,Get my life together,chicago :P ,IL,Midwest,,male,0
2014-12-31 15:45:00,@MLBPAClubhouse My #NewYearsResolution is to stop procrastinatingAlsoGet more MLBP gearYou can never have too much swag #HappyNewYear,Personal Growth,Be more positive,Saginaw - Michigan,MI,Midwest,,male,0
2014-12-31 15:46:00,"""@_TalyahAlesia: My #NewYearsResolution  is to get my education and get money."" You got this!",Education/Training,Improve Grades,New York,NY,Northeast,Quito,male,0
2014-12-31 15:46:00,@FoxNews New Years resolution is to leave the past in the past and focus on the future _Ù÷__Ù÷_‰ÏÎ•ü‰Ï__ÙÔ ‰ÏÜ #DadMadeMeDoThis #NewYearsResolution,Personal Growth,Improve my attitude,"hyndman ,pa",PA,Northeast,,female,0
2014-12-31 15:46:00,My #NewYearsResolution for #2015 is to share the love #ShareTheLove,Personal Growth,Get a tattoo,"NY: Pomona, White Plains ",NY,Northeast,Quito,male,0
2014-12-31 15:46:00,"#NYE2015 Resolution #18 - Position is not action, and action is not position. Keep your constituency in mind. #NewYearsResolution",Personal Growth,Appreciate what I have,"Plymouth, New Hampshire",NH,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 15:46:00,I almost got to 215lbs before 20 15. New goal: be 215 before 2/15/15. #NewYearsResolution,Health & Fitness,Run a half / full marathon,st. louis,MO,Midwest,,male,0
2014-12-31 15:46:00,Moving to Canada because we so strongly dislike Obama #NewYearsResolution @CoryVogelsberg @DerekHigdon1,Recreation & Leisure,Take a trip,Louisville/Bowling Green ,KY,South,Quito,female,0
2014-12-31 15:48:00,#my #newyearsresolution #more #hiphop #vinyl #records#beats #lootpack #madlib #2015 #wildchild‰Û_ http://t.co/lWMBZhfO8E,Recreation & Leisure,Other,Chicago,IL,Midwest,,male,0
2014-12-31 15:49:00,"""@rachel_koshy: I need to be more productive #NewYearsResolution we'll see how long that one lasts.. :3"" Just one day at a time!",Time Management/Organization,Re-organize,New York,NY,Northeast,Quito,male,0
2014-12-31 15:52:00,#NewYearsResolution Go to sleep before midnight... Starting on 1/2. _Ù÷ã,Health & Fitness,Get more sleep,"Las Cruces, NM - USA",NM,West,Mountain Time (US & Canada),male,0
2014-12-31 15:53:00,#NewYearsResolution... Win state_ÙÛ_ÙÕ_Ù ‰Û,Health & Fitness,Other,"Parker, Colorado",CO,West,Central Time (US & Canada),male,7
2014-12-31 15:53:00,"#NewYearsResolution strike these words from my vocabulary http://t.co/ABg3xEUtf9.  My takeaway, bae is cra-cra #polarvortex-nation",Personal Growth,Be more positive,"Chicago, IL",IL,Midwest,,male,0
2014-12-31 15:55:00,Drop my feelings its all business *kanye shrug * oh well ‰ÏÎ #NewYear #NewYearsResolution,Humor,Other,"Houston, Texas",TX,South,,male,0
2014-12-31 15:56:00,My real #NewYearsResolution is to become #MoreActionMike and be greater than my potential.,Personal Growth,Make better decisions,"Union, NJ",NJ,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 15:56:00,"#NewYearsResolution to get back in the air starts Sat with a transition to the SR20, G1000, and IPC at @JATOAviation http://t.co/o6y0suNgXJ",Career,Get a new job,"San Francisco, CA",CA,West,,male,0
2014-12-31 15:56:00,My #NewYearsResolution is to have no more because they won't get true anyway.,Humor,Humor about not Resolutions in general,Stark/Avengers Tower - NY,NY,Northeast,Ljubljana,male,1
2014-12-31 15:57:00,#NewYearsResolution: don't catch feelings under any circumstance _Ù÷« #nope,Personal Growth,Be more positive,"Bozeman, MT",MT,West,,male,0
2014-12-31 15:58:00,#NewYearsResolution finally help greg with a meal plan lol,Health & Fitness,Other,"Wasco, Ca",CA,West,,male,0
2014-12-31 15:58:00,#NewYearsResolution figure out how to tear #saranwrap without getting it all stuck on itself,Recreation & Leisure,Hike more,"Baltimore, MD",MD,South,,female,0
2014-12-31 15:58:00,RT @jcoleman328: #NewYearsResolution Launching #200DaysWithoutRayBan. 200 ways to spend $200 on something other than @ray_ban. Response to ‰Û_,Personal Growth,Be more positive,"Raleigh, NC",NC,South,Eastern Time (US & Canada),male,1
2014-12-31 15:59:00,"#NewYearsResolution Don't lose weight this year, move somewhere fatter.",Humor,Humor about Finance Resolutions,"Boulder, CO",CO,West,Pacific Time (US & Canada),male,0
2014-12-31 15:59:00,"Haven't worked out many #NewYearsResolution this year, just 1.STOP WATCHING SO MUCH D*MN LAW &amp; ORDER SVU!!!!Took up most of THIS year",Personal Growth,Watch less TV,"King, North Carolina",NC,South,,male,0
2014-12-31 16:00:00,My #NewYearsResolution is to make friends that have good New Years resolutions. #NewYearsEve,Family/Friends/Relationships,Spend more time with family,"Los Angeles, CA",CA,West,,male,0
2014-12-31 16:00:00,"NEW YEARS RESOLUTION: To catch up on my resolutions for 2O12, 2O13, and 2O14..!! #NewYearsResolution _Ù÷â",Humor,Humor about not Keeping Resolutions,"Miami, FL",FL,South,Atlantic Time (Canada),female,0
2014-12-31 16:01:00,#NewYearsResolution I choose the miraculous over the mundane.#Jesus,Personal Growth,Focus on Religion and Faith,"Athens, GA USA",GA,South,Quito,male,0
2014-12-31 16:02:00,"#NewYearsResolution Instead of losing weight, lose the bad attitude. #Christianity -cp",Personal Growth,Improve my attitude,"Long Beach, CA",CA,West,Pacific Time (US & Canada),male,0
2014-12-31 16:02:00,My last purchase of #2014 no more #shopping till #birthday wknd #newyearsresolution #noshopping #save$‰Û_ http://t.co/wvapIT05Q2,Finance,Save money,Chicago,IL,Midwest,Central Time (US & Canada),female,0
2014-12-31 16:02:00,"My #NewYearsResolution is to either 'favorite' a tweet or reTweet it; but not both. I mean if you ""RT"" it, it implies that you LIKE it.",Humor,Humor about Helping Others Resolutions,"Wheaton, IL, USA",IL,Midwest,,male,1
2014-12-31 16:03:00,Goles for 2015: learn how to spell goles correctly #NewYearsResolution #newyearseve,Humor,Humor about not Resolutions in general,"Austin, Texas ",TX,South,Central Time (US & Canada),male,0
2014-12-31 16:04:00,My #NewYearsResolution is to not have a resolution.Oh... dang it!,Humor,Humor about Health and Fitness Resolutions,North Carolina,NC,South,Atlantic Time (Canada),male,0
2014-12-31 16:04:00,#NewYearsResolution stop cursing and be nicer and not respect people more!,Personal Growth,Use less social media,La,CA,West,Atlantic Time (Canada),female,0
2014-12-31 16:05:00,My #NewYearsResolution is to not post my Facebook Year-In-Review video. You‰Ûªre welcome.,Personal Growth,Spend less time on Facebook,Simpsonville ‰Û¢ South Carolina,SC,South,Eastern Time (US & Canada),male,0
2014-12-31 16:06:00,"#NewYearsResolution Instead of being the tale, work hard to be the head.#Christianity -cp",Personal Growth,Improve my attitude,"Long Beach, CA",CA,West,Pacific Time (US & Canada),male,0
2014-12-31 16:08:00,resolution #8: focus on being healthy. avoid unnatural ingredients #cleaneating #newyearsresolution #CountdownTo2015,Health & Fitness,Eat healthier,"Silicon Valley, California",CA,West,Pacific Time (US & Canada),male,0
2014-12-31 16:08:00,I still haven't seen Magic Mike... There's my first #NewYearsResolution. @channingtatum #magicmike,Recreation & Leisure,See a Concert/Show,"Panama City, Florida",FL,South,Central Time (US & Canada),male,0
2014-12-31 16:08:00,#NewYearsResolution 3: Lose my holiday weight!,Health & Fitness,Lose weight,"Pensacola, FL ",FL,South,Eastern Time (US & Canada),female,0
2014-12-31 16:10:00,"The term ""turn up"" should officially stop being used starting tomorrow. #NewYearsResolution",Personal Growth,Be more positive,"Inland Empire, Ca.",CA,West,Arizona,male,0
2014-12-31 16:10:00,"#NewYearsResolution tweet nicer, tweet smarter, tweet less often. except on gameday.",Recreation & Leisure,Take a cross country trip,"Brooklyn, NY",NY,Northeast,Eastern Time (US & Canada),female,1
2014-12-31 16:10:00,RT @lzoatkinson: Get rid of all the negative energy in my life. #NewYearsResolution,Personal Growth,Be more positive,from the bronx--tampa--tally,NY,Northeast,Central Time (US & Canada),female,1
2014-12-31 16:10:00,"My #NewYearsResolution: I Resolve to be or do more, not less. #NYE2015 @hypeORL @wannabebeckham @orlandosentinel h",Personal Growth,Respect Others,Orlando Florida ,FL,South,,female,1
2014-12-31 16:13:00,"@theycallmejanay You are right, I have neglected my pop princess. I will DEFINITELY give you more attention in 2015. #NewYearsResolution",Family/Friends/Relationships,Spend more time with family,New York City,NY,Northeast,Pacific Time (US & Canada),male,0
2014-12-31 16:13:00,"#NewYearsResolution - collaborate with YouTubers, get in shape &amp; get the ball rolling on Apt3 Channel",Personal Growth,Be more positive,LA,CA,West,Eastern Time (US & Canada),male,2
2014-12-31 16:13:00,RT @ThorsSecret: Submissive #NewYearsResolution #1 - Buy more crotchless panties.,Personal Growth,Update my wardrobe,Nevada,NV,West,,female,1
2014-12-31 16:14:00,@MLBPAClubhouse #NewYearsResolution  to die tad get off the coach and play outside with my son more,Family/Friends/Relationships,Spend more time with family,michigan ,MI,Midwest,,male,0
2014-12-31 16:15:00,"#NewYearsResolution 7- Go fishing once, so while talking to my coworkers around the water cooler I can say ""I'd rather be fishing""åÊ#NYE2015",Recreation & Leisure,Take a trip,"Baltimore, MD",MD,South,Eastern Time (US & Canada),male,0
2014-12-31 16:15:00,#NewYearsResolution Only make love to BoyzIIMen in 2015.,Recreation & Leisure,Other,"Portland, Maine",ME,Northeast,Eastern Time (US & Canada),male,1
2014-12-31 16:16:00,#NewYearsResolution Try harder to get one of my ideals to follow me! @onedirection @Ashton5SOS @Luke5SOS @NiallOfficial @Harry_Styles @5SOS,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,"Bronx, New York",NY,Northeast,,female,0
2014-12-31 16:16:00,"#NewYearsResolution: Be more involved within the #comics medium. Community, events, discipline, determination; perhaps a published work(?).",Career,Get dream job,Michigan,MI,Midwest,Eastern Time (US & Canada),male,0
2014-12-31 16:16:00,My only #NewYearsResolution for 2015 is to not dip my pizza in ranch anymore.,Humor,Humor about not Resolutions in general,"Louisville, KY",KY,South,Eastern Time (US & Canada),male,0
2014-12-31 16:17:00,"Again, while sober, I actually have a #NewYearsResolution Not to dwell, no matter what, keep pushing forward, don't look back carpe diem!",Personal Growth,Focus on My Future,"Philadelphia, Pennsylvania",PA,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 16:19:00,#NewYearsResolution:Never go to gym/gain weightMake less moneyBe meaner to peopleTry nothing new@AngeloLPerez @rochae_04 @tperez_3434,Humor,Humor about Personal Growth and Interests Resolutions,"Denver, CO",CO,West,,male,0
2014-12-31 16:19:00,2014 was the best year of my life cause I met @ddlovato so in 2015 my only goal is to meet @ddlovato again #NewYearsResolution,Recreation & Leisure,Spend more time on my hobby,New Jersey,NJ,Northeast,Eastern Time (US & Canada),male,0
2014-12-31 16:20:00,Let's do it guys! Happy new year_Ù_ä #NewYearsResolution #NewYearsEve #NewYear #ColorfulCountdown #2015Goals http://t.co/uIuorFCVw5,Personal Growth,Try new things,Southern Illinois,IL,Midwest,,female,0
2014-12-31 16:20:00,resolution #6: spend more time showing friends and family how important they are #NewYearsResolution #CountdownTo2015,Family/Friends/Relationships,Make more time for friends,"Silicon Valley, California",CA,West,Pacific Time (US & Canada),male,0
2014-12-31 16:22:00,"""More submissive and less fertile""#NewYearsResolution",Family/Friends/Relationships,Other,"Fort Collins, CO",CO,West,Quito,male,0
2014-12-31 16:23:00,My #newyearsresolution is to take a break from producing edm and get back to my musical roots.‰Û_ http://t.co/J1yNpbFvYH,Career,Other,"Columbus, OH",OH,Midwest,Eastern Time (US & Canada),male,0
2014-12-31 16:23:00,My #NewYearsResolution is to get on that workout grind_ÙÕ»_ÙÔÎ‰Ï__Ù÷©_ÙÕø,Health & Fitness,Excersize More,flower mound ,TX,South,Eastern Time (US & Canada),male,0
2014-12-31 16:24:00,Trying to be a worse person in 2015 #NewYearsResolution,Humor,Humor about not Resolutions in general,los angeles,CA,West,Pacific Time (US & Canada),male,0
2014-12-31 16:24:00,My other #NewYearsResolution is to not lose any Chapstick,Humor,Humor about Health and Fitness Resolutions,flower mound ,TX,South,Eastern Time (US & Canada),male,0
2014-12-31 16:24:00,New Years resolution 2015 = Step foot in yoga Studio + carry over 2014 New Years resolutions. #NewYearsResolution #motivation,Health & Fitness,Excersize More,San Francisco,CA,West,Pacific Time (US & Canada),female,0
2014-12-31 16:26:00,"#NewYearsResolution 2015 ~ Be grateful, forgiving, humbled, #Empire successful, &amp; meet @adamlambert ‰ªÁ @samsmithworld http://t.co/4B0umkNjFH",Personal Growth,Be more positive,"N San Diego/ LA, CA",CA,West,,female,1
2014-12-31 16:26:00,"This year I don't have a #NewYearsResolution. 2015 is going to be all about me making myself a better, happier, and healthier person.",Personal Growth,Be more positive,"Eldersburg, Maryland",MD,South,,female,1
2014-12-31 16:27:00,RT @lightmalum: #NewYearsResolution stop being so cool!åÁ,Humor,Humor about Personal Growth and Interests Resolutions, Texas,TX,South,Central Time (US & Canada),male,1
2014-12-31 16:28:00,Stop wanting more for people than they want for themselves in 2015. #NewYearsResolution,Personal Growth,Appreciate what I have,"Jacksonville, Florida",FL,South,,male,0
2014-12-31 16:28:00,"I'd like to poison your mind with wrong ideas that appeal to you, though I am not unkind. #NewYearsResolution",Personal Growth,Other,"Boston, MA",MA,Northeast,Eastern Time (US & Canada),female,0
2014-12-31 16:28:00,#NewYearsResolution to have this same gear for 2015 #LetsGoRoyals #KansasCityRoyals http://t.co/RNKsFRAi7Z,Recreation & Leisure,Other,kansas,KS,Midwest,Central Time (US & Canada),male,0
2014-12-31 16:29:00,To make split ends a style  #newyearsresolution http://t.co/V06tRwmxJp,Recreation & Leisure,Spend more time on my hobby,new york,NY,Northeast,Pacific Time (US & Canada),female,0
2014-12-31 16:30:00,#NewYearsResolution: I will save energy and look for renewable sources of energy. ‰_Ò•ü,Personal Growth,Other,"Phoenix, Arizona",AZ,West,Arizona,female,1
2014-12-31 16:31:00,"I resolve to buy more Adventure Time clothing and wear it at inappropriate times, like funerals. #NewYearsResolution",Humor,Humor about Family/Friends/Relationships Resolutions,Louisiana,LA,South,,male,0
2014-12-31 16:32:00,Taking time to take care for self is rewarding. Dying my hair with henna! No chemical dyes in 2015. #organic #hair #NewYearsResolution,Health & Fitness,Drink more water,"Portland, OR",OR,West,Alaska,female,0
2014-12-31 16:33:00,"My #NewYearsResolution is to go by the philosophy ""Why Not Me?""",Personal Growth,Focus on my self,"ellaville, ga",GA,South,,male,0
2014-12-31 16:33:00,"One resolution I have made, and try always to keep, is this: To rise above the little things. John Burroughs #NewYearsResolution",Personal Growth,Be more positive,"Athens, GA",GA,South,,female,0
2014-12-31 16:33:00,My #NewYearsResolution is to stop spending so much time chatting online.eeer wait; I think that was my NY's Resolution 15 years ago?,Humor,Humor about not Keeping Resolutions,"Wheaton, IL, USA",IL,Midwest,,male,1
2014-12-31 16:34:00,My #NewYearsResolution? To use more George Lopez quotes in my daily conversations.,Humor,Humor about Education/Training Resolutions,"Atlanta, GA",GA,South,Eastern Time (US & Canada),female,0
2014-12-31 16:35:00,RT @TomAdelsbach: My #NewYearsResolution is to stop spending so much time chatting online.eeer wait; I think that was my NY's Resolution 1‰Û_,Personal Growth,Use less social media,"Hudson Valley/Catskills, NY",NY,Northeast,Eastern Time (US & Canada),female,1
2014-12-31 16:36:00,#NewYearsResolution go for a run every day in 2015!!!!!,Health & Fitness,Excersize More,Minnesota,MN,Midwest,Central Time (US & Canada),male,2
2014-12-31 16:36:00,I'm gunna have a good time next year. More YouTube videos. #NewYearsResolution,Recreation & Leisure,Other,Texas,TX,South,Eastern Time (US & Canada),male,1
2014-12-31 16:37:00,"Day #365 @TheEllenShow Well I did it, daily tweeting for #ShowTickets and/or #12Days tickets for my #NewYearsResolution #2015 continues it!",Recreation & Leisure,Other,Las Vegas Nevada,NV,West,,male,0
2014-12-31 16:37:00,"After his 6th cookie, Cayden said, ""I wanna have a fat belly like Santa!"" #NewYearsResolution",Health & Fitness,Lose weight,"Lawrenceburg, Ky",KY,South,Eastern Time (US & Canada),female,0
2014-12-31 16:38:00,My #NewYearsResolution is to write more song lyrics and watch less #twilight _Ù÷_,Personal Growth,Watch less TV,Wisconsin,WI,Midwest,Central Time (US & Canada),female,0
2014-12-31 16:38:00,"#NewYearsResolution To dress my dogs up like idiots, because hairy children need to have their parents humiliate them in public, too",Humor,Other,"Lexington, KY, USA",KY,South,Eastern Time (US & Canada),female,0
2014-12-31 16:40:00,#NewYearsResolution #1: I would like to cut back on playing videogames and focus on spending more time with my family and friends.,Family/Friends/Relationships,Spend more time with family,"Cuba, Illinois",IL,Midwest,Central Time (US & Canada),male,0
2014-12-31 16:41:00,Make seeking God and growing in your prevenient grace your 2015 resolution. Claim 2015 in the name if God! #God #2015 #NewYearsResolution,Recreation & Leisure,Other,Denton TX,TX,South,,male,0
2014-12-31 16:41:00,RT @SerinsSphere: #NewYearsResolution Love yourself http://t.co/wFDgF8OnOl the only one worth making.... #insperation,Personal Growth,Be more positive,Dayton TX  77535 ,TX,South,Central Time (US & Canada),male,2
2014-12-31 16:42:00,Take care of my family and get us to a point where we can live comfortable #NewYearsResolution,Family/Friends/Relationships,Spend more time with family,"Brooklyn,NY",NY,Northeast,,female,0
2014-12-31 16:42:00,My #NewYearsResolution is for my Facebook friends to lead more interesting lives.,Family/Friends/Relationships,Other,"Near Spokane, WA - USA",WA,West,Pacific Time (US & Canada),male,0
2014-12-31 16:42:00,My #NewYearsResolution is to be more patient and not blow up so easily _Ù÷Õ,Personal Growth,Have more patience,Florida,FL,South,Quito,male,1
2014-12-31 16:43:00,Fully plan on going to 3 different warped tour dates this year #NewYearsResolution,Recreation & Leisure,Take a trip,Statesboro,GA,South,,male,0
2014-12-31 16:44:00,File taxes on time. #NewYearsResolution,Time Management/Organization,Learn better time management practices,"Glendale, AZ",AZ,West,,male,0
2014-12-31 16:44:00,RT @RyanCapouch: Avoid death by scorpion bite. #NewYearsResolution,Humor,Humor about New Years,"Glendale, AZ ",AZ,West,Central Time (US & Canada),female,1
2014-12-31 16:44:00,So going under 4:20 for the mile this year #NewYearsResolution,Health & Fitness,Go to the gym more,"Stamford, CT",CT,Northeast,,male,1
2014-12-31 16:45:00,My #NewYearsResolution is to be rich. Filthy rich. #2015ismyyear #HappyNewYear,Finance,Save money,"Chicago, Illinois",IL,Midwest,Pacific Time (US & Canada),female,0
2014-12-31 16:45:00,I resolve to quit fixing my hair in the reflections of bald people's skulls. It just seems cruel. #NewYearsResolution,Humor,Other,Louisiana,LA,South,,male,0
2014-12-31 16:46:00,My #NewYearsResolution is to learn every dance routine of #theinlivingcolor #flygirls #HappyNewYear,Recreation & Leisure,Other,"Richmond,Va.",VA,South,Central Time (US & Canada),male,0
2014-12-31 16:46:00,Drink more water.Wear more sunscreen.Give my foot time to heal.Set limits until my foot is healed.#NewYearsResolution,Health & Fitness,Improve my body,Denver,CO,West,Pacific Time (US & Canada),female,0
2014-12-31 16:47:00,"I am not resolving to lose weight, eat better or exercise more#NewYearsResolution",Health & Fitness,Excersize More,Denver,CO,West,Pacific Time (US & Canada),female,0
2014-12-31 16:47:00,My #NewYearsResolution is to stop forgiving folks who speak to me in a way I would never speak to them.,Personal Growth,Be More Confident,"Marshfield, Wisconsin",WI,Midwest,Central Time (US & Canada),female,0
2014-12-31 16:48:00,Acquire taste for fine whiskey. #NewYearsResolution,Personal Growth,Have more patience,"Glendale, AZ",AZ,West,,male,0
